Entity,Code,Year,Emissions,Ranking
Turkey,TUR,2016,401239738,16
France,FRA,1990,400983322,
Australia,AUS,2007,399842461,
United Kingdom,GBR,2016,399109613,17
Canada,CAN,1976,398945969,
South Korea,KOR,1999,398325258,
Poland,POL,1976,398118734,
India,IND,1985,398069621,
Australia,AUS,2013,397943179,16
Iran,IRN,2002,397798325,
France,FRA,2008,397725072,
Ukraine,UKR,1968,397710830,
France,FRA,1995,397455521,
Canada,CAN,1975,396772730,
Mexico,MEX,2000,396066364,
United Kingdom,GBR,1932,395899711,
Saudi Arabia,SAU,2005,395854760,
France,FRA,1993,394972547,
Iran,IRN,2001,394931363,
Saudi Arabia,SAU,2004,394584890,
Australia,AUS,2014,394116892,16
France,FRA,1989,392924578,
Australia,AUS,2006,392680646,
United Kingdom,GBR,1933,392154509,
France,FRA,1994,390815300,
Mexico,MEX,1999,390516452,
Ukraine,UKR,1995,389864615,
Canada,CAN,1974,389605207,
France,FRA,2010,389386269,
Mexico,MEX,1998,388356890,
United Kingdom,GBR,2017,388088374,17
France,FRA,1986,387445666,
Germany,DEU,1919,387427696,
United Kingdom,GBR,1898,386878096,
Ukraine,UKR,1967,386834284,
Australia,AUS,2005,386513454,
Saudi Arabia,SAU,2007,386507147,
Japan,JPN,1965,386471179,
Italy,ITA,1980,386433439,
United Kingdom,GBR,1897,385969424,
Italy,ITA,1988,385962968,
Germany,DEU,1931,385580184,
South Africa,ZAF,1997,385458305,
Italy,ITA,1979,385255894,
France,FRA,1968,385101039,
Australia,AUS,2004,383205122,
Germany,DEU,1905,382323744,
France,FRA,2009,381599113,
Turkey,TUR,2015,381331944,17
Canada,CAN,1973,381264653,
Canada,CAN,1972,380786578,
Brazil,BRA,2008,380344748,
United Kingdom,GBR,2018,380138559,17
Italy,ITA,1987,380099234,
France,FRA,1987,379709265,
Iran,IRN,1999,379627035,
South Africa,ZAF,2000,378254856,
Germany,DEU,1948,377816373,
Poland,POL,1996,377407836,
South Africa,ZAF,1998,377312213,
Indonesia,IDN,2007,376865255,
Poland,POL,1990,376546518,
United Kingdom,GBR,1896,375981360,
Italy,ITA,1981,375300608,
South Africa,ZAF,1999,374830120,
Poland,POL,1975,374780086,
France,FRA,1988,374674571,
South Korea,KOR,1995,373992431,
United States of America,USA,1888,373874560,
Poland,POL,1991,373793321,
Russia,RUS,1949,372926516,
France,FRA,1967,372475302,
South Africa,ZAF,2001,371516696,
Italy,ITA,1978,371274154,
Ukraine,UKR,1966,369936419,
United Kingdom,GBR,2019,369878396,17
Australia,AUS,2003,369726018,
Spain,ESP,2005,369492125,
Iran,IRN,2000,369263488,
Italy,ITA,1985,368982961,
Mexico,MEX,1997,368644797,
Spain,ESP,2007,368432698,
Italy,ITA,2013,367568712,17
Poland,POL,1997,367385323,
Italy,ITA,1982,366879526,
France,FRA,2013,365831220,18
Italy,ITA,1976,365795688,
United Kingdom,GBR,1895,365549952,
Poland,POL,1993,365370696,
Germany,DEU,1933,364837894,
Poland,POL,1992,364677870,
Italy,ITA,1984,364601606,
France,FRA,2012,363809078,18
South Africa,ZAF,1996,363673107,
South Korea,KOR,1998,363548260,
Italy,ITA,1986,363188217,
Poland,POL,1995,362761267,
France,FRA,2011,362503895,18
Australia,AUS,2002,362209546,
United Kingdom,GBR,1894,362102128,
India,IND,1984,361995848,
Germany,DEU,1906,361937248,
Turkey,TUR,2014,361675461,17
South Africa,ZAF,1995,361641388,
Spain,ESP,2006,360578604,
Mexico,MEX,1989,360555259,
United Kingdom,GBR,1891,360471648,
Poland,POL,1994,360416808,
Brazil,BRA,2009,360090776,
Italy,ITA,2015,360088178,18
Japan,JPN,1964,358891094,
Italy,ITA,1983,358409610,
Italy,ITA,1974,358253084,
Australia,AUS,2001,357669183,
Brazil,BRA,2007,356918752,
Italy,ITA,2016,356556196,18
South Africa,ZAF,2002,356357408,
Germany,DEU,1904,356122480,
Spain,ESP,2004,354485577,
Italy,ITA,1977,354417911,
Turkey,TUR,2012,353666209,19
Italy,ITA,1973,353349244,
United Kingdom,GBR,1890,353022736,
United Kingdom,GBR,1892,353008080,
India,IND,1983,352637196,
Canada,CAN,1971,352285082,
France,FRA,1965,352111604,
Mexico,MEX,1994,351528180,
Italy,ITA,2017,351473933,18
Ukraine,UKR,1996,351408753,
Ukraine,UKR,1965,350284155,
Australia,AUS,2000,350195024,
Italy,ITA,2018,348085029,18
Italy,ITA,2014,347860804,18
France,FRA,1966,347604774,
Germany,DEU,1932,347306210,
Indonesia,IDN,2006,346443307,
Poland,POL,1974,346236580,
France,FRA,2017,345921253,19
Mexico,MEX,1996,345766112,
France,FRA,1964,345538081,
Turkey,TUR,2013,345220585,19
United Kingdom,GBR,1889,345024224,
South Korea,KOR,1994,344263753,
Australia,AUS,1999,344063766,
Germany,DEU,1903,343598928,
Indonesia,IDN,2005,343336480,
South Africa,ZAF,1988,342696441,
Brazil,BRA,2005,342086472,
Brazil,BRA,2006,341946368,
Canada,CAN,1970,341177214,
Italy,ITA,1975,341052636,
France,FRA,2016,341025656,19
South Africa,ZAF,1989,340752750,
Ukraine,UKR,1997,340242686,
Indonesia,IDN,2004,339847947,
Turkey,TUR,2011,339482252,19
Poland,POL,1998,339132886,
South Africa,ZAF,1994,338624814,
France,FRA,2015,338500674,19
Mexico,MEX,1993,338067214,
Poland,POL,2018,337705742,19
Spain,ESP,2003,337588927,
Poland,POL,2017,337340422,20
Italy,ITA,2019,337086213,18
Poland,POL,2006,337037512,
Spain,ESP,2008,336624210,
Poland,POL,2007,336368498,
Ukraine,UKR,2007,336364014,
Poland,POL,1973,335589959,
United States of America,USA,1889,335541792,
Australia,AUS,1998,334684518,
Poland,POL,2010,334606784,
France,FRA,1963,334226417,
Poland,POL,2011,333952035,20
France,FRA,2014,333922145,19
Brazil,BRA,2004,333675144,
Spain,ESP,2002,333379516,
United Kingdom,GBR,1888,333167520,
Brazil,BRA,2001,332987400,
Mexico,MEX,1992,332780138,
Ukraine,UKR,2006,332670337,
Germany,DEU,1923,331929088,
France,FRA,2018,331725446,20
Mexico,MEX,1995,331596610,
South Africa,ZAF,1986,330526470,
Ukraine,UKR,1964,330188238,
Poland,POL,2008,330144999,
Mexico,MEX,1991,330133158,
Poland,POL,1972,329506377,
Poland,POL,1999,329167332,
South Africa,ZAF,1987,328696013,
Ukraine,UKR,1998,328578938,
Italy,ITA,1972,328237545,
Russia,RUS,1948,328066411,
United Kingdom,GBR,1883,327730144,
Brazil,BRA,2002,327434832,
Germany,DEU,1900,326759184,
Saudi Arabia,SAU,2003,326517114,
Poland,POL,2012,326348212,20
South Africa,ZAF,1991,326068901,
India,IND,1982,325781794,
Saudi Arabia,SAU,2002,325681177,
Germany,DEU,1901,325557392,
Ukraine,UKR,2008,325532713,
Japan,JPN,1963,324835463,
Brazil,BRA,2000,324226040,
Poland,POL,2004,324146210,
Poland,POL,2016,324011335,20
South Africa,ZAF,1985,323890192,
France,FRA,2019,323747139,19
Poland,POL,2005,323161267,
Poland,POL,2019,322626493,20
Poland,POL,2013,322225440,20
South Korea,KOR,1993,321837776,
Australia,AUS,1997,320795086,
United Kingdom,GBR,1887,320442448,
South Africa,ZAF,1993,320389929,
United Kingdom,GBR,1921,319804912,
Kazakhstan,KAZ,2018,319647412,21
Poland,POL,2003,319406051,
Germany,DEU,1902,319189360,
United Kingdom,GBR,1884,319097760,
Germany,DEU,1947,317660043,
Brazil,BRA,2003,317508303,
Poland,POL,2000,317338034,
Mexico,MEX,1990,317042355,
Indonesia,IDN,2003,316654652,
Poland,POL,2009,316607701,
Brazil,BRA,1999,316282440,
United Kingdom,GBR,1893,316210528,
South Africa,ZAF,1984,315624314,
India,IND,1981,315362659,
Turkey,TUR,2009,315359638,
United Kingdom,GBR,1885,315290864,
United Kingdom,GBR,1882,314964768,
Turkey,TUR,2010,314380033,
Kazakhstan,KAZ,2019,313797848,21
Poland,POL,2001,313647662,
Saudi Arabia,SAU,1993,313327385,
Spain,ESP,2001,313119841,
Ukraine,UKR,2005,313118088,
Poland,POL,2015,313099147,20
South Africa,ZAF,1990,312972156,
Poland,POL,1971,312880813,
Turkey,TUR,2007,312736708,
United Kingdom,GBR,1886,312429280,
Australia,AUS,1996,312361586,
United Kingdom,GBR,1881,312312032,
Spain,ESP,2000,311267047,
Italy,ITA,1971,311049214,
Ukraine,UKR,1963,310469165,
Ukraine,UKR,2004,310362748,
Poland,POL,2014,309920916,20
Turkey,TUR,2008,309321195,
Russia,RUS,1947,308317453,
Brazil,BRA,1998,308305534,
Ukraine,UKR,2011,307952841,21
Kazakhstan,KAZ,2017,307926537,21
Saudi Arabia,SAU,1994,307473248,
United States of America,USA,1887,307380288,
Indonesia,IDN,2002,307361491,
Canada,CAN,1969,307119205,
Ukraine,UKR,2003,307017472,
Poland,POL,2002,306403333,
Mexico,MEX,1987,306194371,
Iran,IRN,1998,306006267,
Mexico,MEX,1988,305849383,
Australia,AUS,1995,305410167,
Poland,POL,1970,304143398,
Mexico,MEX,1982,304010071,
Ukraine,UKR,2012,303952606,21
Ukraine,UKR,2001,303559229,
Germany,DEU,1899,303283936,
Canada,CAN,1968,303261340,
South Africa,ZAF,1992,301368193,
Spain,ESP,1999,299498672,
France,FRA,1962,298866540,
Ukraine,UKR,1999,298203960,
Russia,RUS,1940,297681511,
Indonesia,IDN,2001,297530277,
Ukraine,UKR,2013,297294253,21
Spain,ESP,2009,297241175,
United Kingdom,GBR,1880,297124752,
Brazil,BRA,1997,296585442,
Saudi Arabia,SAU,2001,296574891,
Italy,ITA,1970,296364546,
Saudi Arabia,SAU,2000,296353330,
Ukraine,UKR,2002,295673490,
Ukraine,UKR,2010,294078322,
Australia,AUS,1994,294014961,
Mexico,MEX,1986,293555527,
Poland,POL,1969,293365308,
Japan,JPN,1962,292864430,
Thailand,THA,2018,292452995,22
India,IND,1980,292083123,
South Africa,ZAF,1983,291930136,
Ukraine,UKR,1962,289497378,
Australia,AUS,1993,289235186,
Kazakhstan,KAZ,2015,288578116,21
Kazakhstan,KAZ,2016,288421372,21
Thailand,THA,2019,288279747,22
Mexico,MEX,1985,287511233,
United States of America,USA,1886,287462784,
Thailand,THA,2017,286336041,22
Thailand,THA,2013,286068737,22
Germany,DEU,1898,285377968,
Ukraine,UKR,2000,285337201,
Saudi Arabia,SAU,1992,285074123,
Australia,AUS,1992,284912438,
Spain,ESP,2011,284543848,22
Mexico,MEX,1981,283797136,
Spain,ESP,2010,283724994,
Thailand,THA,2015,283293103,22
Japan,JPN,1961,282786898,
South Korea,KOR,1992,282194315,
Thailand,THA,2016,281704745,22
Turkey,TUR,2006,281649185,
Canada,CAN,1967,281637036,
France,FRA,1961,281373338,
Kazakhstan,KAZ,1990,281213953,
Brazil,BRA,1996,281194784,
Indonesia,IDN,1997,280736316,
South Africa,ZAF,1982,280459591,
Thailand,THA,2014,279994315,21
Australia,AUS,1991,279872660,
Spain,ESP,2012,278850691,22
Kazakhstan,KAZ,2014,278775585,22
Australia,AUS,1990,278424660,
France,FRA,1957,277841453,
Mexico,MEX,1983,277666502,
Australia,AUS,1989,277485608,
Ukraine,UKR,2009,277293501,
Mexico,MEX,1984,276765656,
India,IND,1979,276625253,
Spain,ESP,1998,276021582,
United Kingdom,GBR,1877,275899200,
Ukraine,UKR,1961,275811106,
Poland,POL,1968,275801012,
Spain,ESP,2017,274671262,23
Iran,IRN,1996,274007752,
Taiwan,TWN,2007,273733915,
Germany,DEU,1897,273554240,
Taiwan,TWN,2018,273104667,23
United Kingdom,GBR,1879,272645568,
Taiwan,TWN,2017,272450494,24
United States of America,USA,1885,272161920,
Kazakhstan,KAZ,1991,271741011,
Spain,ESP,2015,271687349,23
Germany,DEU,1946,271682438,
United Kingdom,GBR,1875,271487744,
France,FRA,1960,271360836,
Iran,IRN,1995,271147525,
United Kingdom,GBR,1876,271018752,
United Kingdom,GBR,1878,270974784,
Thailand,THA,2012,270174529,23
Italy,ITA,1969,269660969,
Spain,ESP,2018,269654254,24
France,FRA,1956,268770450,
Mexico,MEX,1980,267817507,
United States of America,USA,1884,267589248,
Ukraine,UKR,1960,267430415,
Spain,ESP,1995,267416718,
Saudi Arabia,SAU,1991,267386176,
Spain,ESP,1997,267306439,
Iran,IRN,1997,267099279,
France,FRA,1958,266487142,
Taiwan,TWN,2011,266485249,23
Indonesia,IDN,2000,265803375,
Taiwan,TWN,2016,265283768,23
Taiwan,TWN,2010,264819644,
United Kingdom,GBR,1873,264658048,
Turkey,TUR,2005,264200797,
Iran,IRN,1994,263520378,
India,IND,1978,263478882,
Taiwan,TWN,2019,262639350,23
France,FRA,1959,262289485,
South Korea,KOR,1991,262038316,
Russia,RUS,1941,261517560,
Taiwan,TWN,2014,261243485,23
Australia,AUS,1988,260878796,
Spain,ESP,2016,260759564,24
Taiwan,TWN,2008,260072764,
India,IND,1977,259296378,
Canada,CAN,1966,259074371,
Poland,POL,1967,259025458,
Saudi Arabia,SAU,1996,258263647,
Taiwan,TWN,2013,257707694,23
Ukraine,UKR,2014,257584689,24
United Kingdom,GBR,1874,257187152,
Taiwan,TWN,2015,257156432,24
South Africa,ZAF,1981,257099588,
Ukraine,UKR,1959,256838215,
Thailand,THA,2010,256422255,
Germany,DEU,1896,256260160,
Russia,RUS,1946,256048789,
Australia,AUS,1987,255850224,
Taiwan,TWN,2005,255803725,
China,CHN,1957,255784976,
Brazil,BRA,1995,255583536,
Taiwan,TWN,2012,255476566,24
Spain,ESP,2014,255100206,25
Indonesia,IDN,1996,255068826,
United Kingdom,GBR,1872,254988752,
Spain,ESP,1996,254795329,
Kazakhstan,KAZ,2013,254547447,24
United States of America,USA,1883,253882224,
Thailand,THA,2011,253800670,24
Spain,ESP,1994,253661394,
Spain,ESP,2013,252763817,25
Spain,ESP,2019,252683217,24
Poland,POL,1966,252430992,
Canada,CAN,1965,251916995,
Egypt,EGY,2018,251460913,25
Kazakhstan,KAZ,2010,250896958,
Taiwan,TWN,2004,250259259,
Egypt,EGY,2017,250240141,25
Malaysia,MYS,2019,250094688,25
Spain,ESP,1992,249813194,
Italy,ITA,1968,249172160,
Malaysia,MYS,2018,249144498,26
Taiwan,TWN,2006,248964344,
Malaysia,MYS,2017,248869500,26
Pakistan,PAK,2019,248843938,26
Russia,RUS,1939,248291931,
Kazakhstan,KAZ,1988,247881100,
Vietnam,VNM,2019,247708911,27
South Korea,KOR,1990,247438197,
Pakistan,PAK,2018,247425382,27
Poland,POL,1965,246980862,
Taiwan,TWN,2009,246906863,
Kazakhstan,KAZ,2012,246750442,25
Kazakhstan,KAZ,1992,246741371,
Malaysia,MYS,2016,246722387,25
Egypt,EGY,2019,246642918,28
United Kingdom,GBR,1926,246371024,
Russia,RUS,1938,245283077,
India,IND,1976,245067820,
Turkey,TUR,2004,244464112,
Ukraine,UKR,1958,244272428,
Indonesia,IDN,1999,243951872,
Thailand,THA,2009,243279256,
Poland,POL,1964,242880480,
Kazakhstan,KAZ,1986,242735057,
Kazakhstan,KAZ,1985,242248676,
Kazakhstan,KAZ,1989,242109075,
United Kingdom,GBR,1871,242036512,
Taiwan,TWN,2003,241630232,
Kazakhstan,KAZ,1987,241554312,
Spain,ESP,1993,241195183,
Malaysia,MYS,2014,241127825,26
Australia,AUS,1985,240987972,
Spain,ESP,1991,240953021,
Kazakhstan,KAZ,2011,240651228,25
Mexico,MEX,1979,240320707,
Australia,AUS,1986,239722219,
United Arab Emirates,ARE,2015,239670713,25
Brazil,BRA,1994,239470565,
France,FRA,1955,239230946,
Germany,DEU,1895,238284576,
France,FRA,1930,237634191,
Canada,CAN,1964,237577733,
Turkey,TUR,2003,236483893,
Australia,AUS,1984,236361192,
South Korea,KOR,1989,236248187,
Iran,IRN,1993,235576612,
United States of America,USA,1882,235393680,
Taiwan,TWN,2002,235360059,
Saudi Arabia,SAU,1995,234711959,
India,IND,1975,234513281,
Malaysia,MYS,2013,234418816,26
France,FRA,1929,234282086,
Ukraine,UKR,2016,234200302,26
Italy,ITA,1967,234129742,
Australia,AUS,1982,233888646,
Egypt,EGY,2016,233515638,27
Malaysia,MYS,2015,233268182,26
Japan,JPN,1960,232499641,
Pakistan,PAK,2017,232424792,27
Russia,RUS,1937,232395465,
Ukraine,UKR,2018,231694165,28
Spain,ESP,1990,231213556,
Poland,POL,1963,230998833,
Thailand,THA,2007,230761827,
Australia,AUS,1981,230132643,
Turkey,TUR,2000,229790601,
Germany,DEU,1894,229498304,
Kazakhstan,KAZ,2008,229096301,
France,FRA,1949,229050913,
France,FRA,1951,228915868,
Ukraine,UKR,1957,228840733,
United Arab Emirates,ARE,2016,228583456,28
United Kingdom,GBR,1870,228494368,
Brazil,BRA,1993,228333216,
South Africa,ZAF,1980,228217467,
Thailand,THA,2008,228116315,
Kazakhstan,KAZ,2007,227961079,
Russia,RUS,1945,227849753,
Thailand,THA,2006,227716875,
Russia,RUS,1936,227265393,
France,FRA,1952,227188014,
Iran,IRN,1992,226957021,
France,FRA,1954,226568034,
Indonesia,IDN,1995,226545168,
Saudi Arabia,SAU,1999,225976481,
Iran,IRN,1991,225954213,
Spain,ESP,1989,224884629,
Australia,AUS,1983,224785014,
Kazakhstan,KAZ,1984,224588437,
Thailand,THA,2005,224346132,
Kazakhstan,KAZ,2009,224145629,
Taiwan,TWN,2001,224030458,
Ukraine,UKR,2015,223911869,27
United Kingdom,GBR,1869,223705520,
Ukraine,UKR,2017,223232151,28
Ukraine,UKR,2019,223229393,29
Indonesia,IDN,1994,222854215,
Kazakhstan,KAZ,1983,222757791,
South Korea,KOR,1988,222307850,
Mexico,MEX,1978,222167255,
Egypt,EGY,2014,221942269,27
Taiwan,TWN,2000,221919614,
United Arab Emirates,ARE,2013,221836126,27
Kazakhstan,KAZ,2006,221649319,
Iraq,IRQ,2019,221383949,30
Turkey,TUR,2002,220977701,
Germany,DEU,1891,220840272,
Germany,DEU,1893,220712032,
Australia,AUS,1980,220531001,
Kazakhstan,KAZ,1980,220172406,
Kazakhstan,KAZ,1982,219797165,
Indonesia,IDN,1993,219762340,
Kazakhstan,KAZ,1993,219390009,
Egypt,EGY,2015,219304044,28
South Africa,ZAF,1979,218684136,
Thailand,THA,2004,218514178,
Brazil,BRA,1992,218383343,
France,FRA,1937,217705002,
France,FRA,1931,217493539,
Malaysia,MYS,2011,217427462,26
United Kingdom,GBR,1867,217374128,
United Arab Emirates,ARE,2012,217361620,26
Brazil,BRA,1991,217227661,
Poland,POL,1962,216607175,
Malaysia,MYS,2010,216537318,
India,IND,1974,216127743,
Indonesia,IDN,1998,215969965,
United Arab Emirates,ARE,2014,215906240,28
China,CHN,1956,215823723,
Malaysia,MYS,2012,215812358,27
Saudi Arabia,SAU,1997,215796742,
Kazakhstan,KAZ,1981,215790965,
Russia,RUS,1944,215234662,
Germany,DEU,1892,214988864,
France,FRA,1953,214738732,
Italy,ITA,1966,213982260,
Spain,ESP,1980,213911484,
France,FRA,1925,213827376,
France,FRA,1926,213732112,
Romania,ROU,1989,213599432,
Turkey,TUR,2001,213486094,
United Kingdom,GBR,1868,213219152,
North Korea,PRK,1989,213071519,
France,FRA,1927,213039616,
Romania,ROU,1988,212221625,
Brazil,BRA,1989,212113644,
Turkey,TUR,1998,212040282,
Turkey,TUR,1997,212005568,
Kazakhstan,KAZ,1979,211916304,
Vietnam,VNM,2018,211774129,29
United Kingdom,GBR,1866,211731568,
Romania,ROU,1987,211631617,
France,FRA,1928,211619158,
Iraq,IRQ,2018,211270294,30
Egypt,EGY,2011,211037468,27
Canada,CAN,1963,210910776,
Egypt,EGY,2012,210354927,28
Kazakhstan,KAZ,1978,210261143,
United States of America,USA,1881,210192688,
India,IND,1973,209354842,
Iran,IRN,1990,209238344,
Ukraine,UKR,1956,209110654,
Iraq,IRQ,2017,208713070,29
Spain,ESP,1982,208597998,
Germany,DEU,1890,208232448,
Turkey,TUR,1999,207804163,
Brazil,BRA,1988,207562968,
Poland,POL,1961,207235406,
Saudi Arabia,SAU,1998,207230516,
Canada,CAN,1962,206990771,
Brazil,BRA,1990,206921120,
Egypt,EGY,2013,206867596,28
France,FRA,1924,206634944,
Spain,ESP,1981,206095726,
Brazil,BRA,1987,205788742,
United Kingdom,GBR,1865,205488112,
Taiwan,TWN,1999,205313843,
Australia,AUS,1979,204869575,
Saudi Arabia,SAU,1986,204600572,
Indonesia,IDN,1992,203577381,
Spain,ESP,1983,203434545,
Saudi Arabia,SAU,1989,203419215,
Kazakhstan,KAZ,1977,203378437,
India,IND,1972,203289313,
Thailand,THA,2003,203237370,
Pakistan,PAK,2016,203145768,29
Spain,ESP,1979,202746169,
Egypt,EGY,2009,202709706,
Malaysia,MYS,2008,202498060,
France,FRA,1950,202428862,
Kazakhstan,KAZ,2005,202326202,
Saudi Arabia,SAU,1988,202247675,
South Africa,ZAF,1978,201890803,
Australia,AUS,1978,201820179,
France,FRA,1938,201798464,
Romania,ROU,1986,201641284,
France,FRA,1934,201350074,
North Korea,PRK,1988,200808131,
Romania,ROU,1983,200116397,
Spain,ESP,1985,199930847,
South Africa,ZAF,1977,199747168,
Poland,POL,1960,199577073,
Turkey,TUR,1996,199521939,
Spain,ESP,1978,199513512,
France,FRA,1933,199387062,
Germany,DEU,1889,198848944,
Egypt,EGY,2010,198807706,
United States of America,USA,1880,198684064,
Russia,RUS,1935,198201472,
France,FRA,1936,198079074,
Poland,POL,1943,197786384,
Spain,ESP,1976,197745719,
Romania,ROU,1981,197730221,
Spain,ESP,1984,197666663,
Taiwan,TWN,1998,197651642,
Spain,ESP,1988,197457204,
Brazil,BRA,1986,197226217,
